order_item_id,order_id,product_id,quantity,unit_price,total_price
188,127,470,1,53.61,53.61
189,127,263,1,4.87,4.87
190,128,11,1,59.32,59.32
191,129,181,1,158.08,158.08
192,130,423,3,71.95,215.85
193,130,3,1,161.24,161.24
194,131,396,2,59.01,118.02
195,132,172,2,43.2,86.4
196,133,29,1,52.43,52.43
197,134,49,1,122.64,122.64
198,134,51,1,120.5,120.5
199,134,329,1,157.86,157.86
200,135,182,1,41.62,41.62
201,135,202,1,149.11,149.11
202,135,238,1,106.46,106.46
203,136,245,1,30.56,30.56
204,137,352,1,339.62,339.62
205,138,119,1,251.78,251.78
206,139,257,1,281.52,281.52
207,140,56,1,208.13,208.13
208,141,172,1,43.2,43.2
209,141,160,1,162.54,162.54
210,142,310,1,75.04,75.04
211,143,407,3,34.44,103.32
212,144,406,1,157.68,157.68
213,145,254,1,227.97,227.97
214,146,175,1,115.47,115.47
215,146,4,1,354.51,354.51
216,147,151,1,112.78,112.78
217,148,388,2,487.14,974.28
218,149,495,2,354.54,709.08
219,149,265,1,71.71,71.71
220,150,122,1,39.71,39.71
221,151,105,1,77.85,77.85
222,152,25,1,55.15,55.15
223,153,21,1,336.66,336.66
224,154,81,1,73.87,73.87
225,155,254,1,227.97,227.97
226,156,196,1,127.33,127.33
227,157,329,1,157.86,157.86
228,158,441,1,127.19,127.19
229,159,331,1,89.03,89.03
230,159,120,1,177.1,177.1
231,160,257,2,281.52,563.04
232,160,87,1,205.17,205.17
233,161,258,1,47.61,47.61
234,162,472,1,11.34,11.34
235,163,69,1,124.65,124.65
236,164,448,1,38.63,38.63
237,165,144,2,106.29,212.58
238,166,54,1,156.1,156.1
239,167,326,1,30.18,30.18
240,167,232,1,109.38,109.38
241,167,354,1,77.95,77.95
242,168,102,1,61.65,61.65
243,169,267,1,391.18,391.18
244,170,16,2,54.27,108.54
245,171,499,2,40.93,81.86
246,172,277,1,107.68,107.68
247,173,172,1,43.2,43.2
248,174,49,1,122.64,122.64
249,175,352,1,339.62,339.62
250,175,497,1,35.39,35.39
251,175,114,3,826.27,2478.81
252,176,212,1,250.14,250.14
253,177,261,2,39.09,78.18
254,177,44,1,68.65,68.65
255,177,361,1,143.65,143.65
256,177,356,1,36.52,36.52
257,177,399,1,81.2,81.2
258,178,113,1,95.03,95.03
259,178,236,1,159.26,159.26
260,179,440,1,85.63,85.63
261,179,386,1,103.06,103.06
262,179,247,1,58.71,58.71
263,179,397,1,19.26,19.26
264,180,78,2,68.78,137.56
265,180,41,1,174.97,174.97
266,181,86,1,57.31,57.31
267,182,35,1,188.72,188.72
268,182,303,1,176.37,176.37
269,183,485,1,45.57,45.57
270,184,109,1,113.5,113.5
271,185,361,1,143.65,143.65
272,186,186,1,171.16,171.16
273,187,346,1,110.92,110.92
274,187,95,1,63.25,63.25
275,187,278,1,52.45,52.45
276,187,492,1,341.02,341.02
277,188,89,2,55.88,111.76
278,189,163,1,255.38,255.38
279,190,200,2,32.18,64.36
280,190,348,3,25.36,76.08
281,190,212,1,250.14,250.14
282,191,410,1,143.02,143.02
283,192,175,1,115.47,115.47
284,193,464,1,109.13,109.13
285,194,129,1,98.46,98.46
286,195,377,1,197.37,197.37
287,196,204,3,232.39,697.17
288,197,84,1,56.46,56.46
289,198,214,1,161.78,161.78
290,198,402,3,52.49,157.47
291,198,111,1,16.01,16.01
292,198,55,1,227.67,227.67
293,199,128,3,54.07,162.21
294,200,108,1,105.33,105.33
295,201,211,1,150.48,150.48
296,201,483,1,21.2,21.2
297,201,146,1,181.93,181.93
298,201,160,1,162.54,162.54
299,201,173,1,83.98,83.98
300,202,337,1,42.82,42.82
301,203,122,2,39.71,79.42
302,204,197,1,40.63,40.63
303,204,92,1,215.25,215.25
304,205,437,1,389.85,389.85
305,206,81,1,73.87,73.87
306,207,305,1,88.34,88.34
307,208,321,1,98.23,98.23
308,208,283,1,375.18,375.18
309,209,208,1,142.94,142.94
310,210,377,1,197.37,197.37
311,210,487,1,50.3,50.3
312,210,315,2,291.47,582.94
313,210,277,1,107.68,107.68
314,210,208,1,142.94,142.94
315,211,448,1,38.63,38.63
316,212,87,1,205.17,205.17
317,213,431,1,31.03,31.03
318,214,251,1,28.94,28.94
319,215,90,1,142.87,142.87
320,216,323,1,43.1,43.1
321,217,500,1,25.93,25.93
322,218,170,1,45.68,45.68
323,219,470,1,53.61,53.61
324,220,233,1,93.79,93.79
325,221,456,1,44.1,44.1
326,222,409,1,100.31,100.31
327,223,204,1,232.39,232.39
328,223,195,1,105.2,105.2
329,224,15,1,19.06,19.06
330,224,128,1,54.07,54.07
331,224,414,1,284.27,284.27
332,225,273,1,256.43,256.43
333,226,447,1,125.2,125.2
334,227,52,1,63.65,63.65
335,227,133,1,34.6,34.6
336,228,393,1,27.43,27.43
337,229,169,3,72.18,216.54
338,230,153,2,48.81,97.62
339,231,468,1,178.0,178.0
340,232,407,1,34.44,34.44
341,233,237,1,14.55,14.55
342,234,210,1,2885.51,2885.51
343,235,416,2,45.9,91.8
344,236,452,1,212.65,212.65
345,236,474,1,308.03,308.03
346,237,153,1,48.81,48.81
347,238,58,1,68.15,68.15
348,239,79,1,97.77,97.77
349,239,310,1,75.04,75.04
350,240,484,1,108.11,108.11
351,241,364,1,129.22,129.22
352,242,356,1,36.52,36.52
353,243,162,1,182.8,182.8
354,243,285,1,613.84,613.84
355,244,280,1,63.64,63.64
356,245,156,2,47.33,94.66
357,246,431,1,31.03,31.03
358,247,156,2,47.33,94.66
359,248,49,1,122.64,122.64
360,248,218,1,72.74,72.74
361,249,398,1,304.44,304.44
362,249,338,1,67.41,67.41
363,249,216,1,178.23,178.23
364,250,169,1,72.18,72.18
365,251,310,1,75.04,75.04
366,251,27,1,31.95,31.95
367,252,65,1,187.03,187.03
368,253,257,1,281.52,281.52
369,254,372,1,140.92,140.92
370,255,491,1,89.37,89.37
371,256,467,1,156.45,156.45
372,257,255,1,22.93,22.93
373,258,205,1,26.05,26.05
374,259,171,1,40.42,40.42
375,260,262,1,85.32,85.32
376,260,157,1,482.6,482.6
377,261,67,1,84.37,84.37
378,261,245,1,30.56,30.56
379,262,118,3,31.44,94.32
380,262,356,1,36.52,36.52
381,262,36,1,30.0,30.0
382,263,455,1,55.86,55.86
383,263,121,1,183.45,183.45
384,263,441,1,127.19,127.19
385,263,424,2,215.81,431.62
386,263,26,2,99.47,198.94
387,264,481,1,80.23,80.23
388,264,136,1,363.2,363.2
389,265,181,1,158.08,158.08
390,266,391,2,40.1,80.2
391,267,136,1,363.2,363.2
392,268,405,1,60.04,60.04
393,269,216,1,178.23,178.23
394,270,482,1,38.09,38.09
395,271,130,1,57.22,57.22
396,272,392,1,140.15,140.15
397,273,166,1,130.52,130.52
398,274,32,2,476.78,953.56
399,274,117,1,87.25,87.25
400,274,51,1,120.5,120.5
401,274,418,2,99.89,199.78
402,274,248,1,50.0,50.0
403,275,495,1,354.54,354.54
404,275,116,2,118.08,236.16
405,276,368,2,91.04,182.08
406,277,169,1,72.18,72.18
407,277,54,2,156.1,312.2
408,278,84,2,56.46,112.92
409,279,334,1,48.94,48.94
410,280,159,1,30.81,30.81
411,280,303,2,176.37,352.74
412,281,18,1,119.44,119.44
413,282,68,2,222.11,444.22
414,283,363,1,81.62,81.62
415,283,54,1,156.1,156.1
416,283,284,1,29.55,29.55
417,283,214,2,161.78,323.56
418,284,431,2,31.03,62.06
419,285,241,1,44.11,44.11
420,286,391,2,40.1,80.2
421,286,51,1,120.5,120.5
422,287,361,1,143.65,143.65
423,288,208,1,142.94,142.94
424,288,334,1,48.94,48.94
425,288,392,1,140.15,140.15
426,289,159,1,30.81,30.81
427,290,419,1,260.18,260.18
428,290,215,1,67.78,67.78
429,290,483,1,21.2,21.2
430,291,233,1,93.79,93.79
431,292,160,2,162.54,325.08
432,293,308,1,52.86,52.86
433,294,377,2,197.37,394.74
434,295,411,1,170.79,170.79
435,296,460,1,30.63,30.63
436,297,352,1,339.62,339.62
437,297,343,1,112.22,112.22
438,297,475,1,395.63,395.63
439,298,171,1,40.42,40.42
440,298,381,3,42.28,126.84
441,298,332,1,40.14,40.14
442,299,297,2,202.28,404.56
443,300,113,2,95.03,190.06
444,301,477,1,151.25,151.25
445,302,127,1,36.91,36.91
446,302,29,1,52.43,52.43
447,303,159,1,30.81,30.81
448,304,427,2,37.77,75.54
449,304,25,1,55.15,55.15
450,305,60,1,216.59,216.59
451,306,241,2,44.11,88.22
452,306,438,1,26.0,26.0
453,306,253,2,607.86,1215.72
454,306,406,1,157.68,157.68
455,307,149,1,143.99,143.99
456,308,488,2,34.01,68.02
457,308,255,1,22.93,22.93
458,308,288,1,152.85,152.85
459,308,43,2,81.12,162.24
460,309,215,1,67.78,67.78
461,309,92,1,215.25,215.25
462,310,69,1,124.65,124.65
463,311,303,1,176.37,176.37
464,312,177,1,91.08,91.08
465,313,357,1,88.53,88.53
466,313,218,1,72.74,72.74
467,314,411,2,170.79,341.58
468,315,199,1,94.86,94.86
469,315,94,3,67.03,201.09
470,315,105,1,77.85,77.85
471,315,104,1,43.73,43.73
472,316,190,2,23.03,46.06
473,317,429,1,233.36,233.36
474,318,419,2,260.18,520.36
475,319,361,1,143.65,143.65
476,319,408,1,79.19,79.19
477,320,26,2,99.47,198.94
478,321,366,1,62.73,62.73
479,321,143,1,21.18,21.18
480,322,276,1,136.44,136.44
481,323,293,1,52.96,52.96
482,324,342,1,112.09,112.09
483,325,166,1,130.52,130.52
484,326,235,3,619.89,1859.67
485,327,10,2,146.69,293.38
486,327,158,1,137.89,137.89
487,328,127,1,36.91,36.91
488,329,15,1,19.06,19.06
489,330,8,1,179.59,179.59
490,330,101,1,25.18,25.18
491,331,295,1,124.13,124.13
492,331,234,1,50.08,50.08
493,331,148,2,27.43,54.86
494,332,41,1,174.97,174.97
495,332,233,1,93.79,93.79
496,332,10,1,146.69,146.69
497,333,135,1,39.35,39.35
498,333,349,1,47.15,47.15
499,334,371,3,92.02,276.06
500,334,230,1,165.94,165.94
501,335,379,1,646.01,646.01
502,335,385,1,45.46,45.46
503,335,209,2,143.1,286.2
504,335,365,1,167.52,167.52
505,335,84,2,56.46,112.92
506,336,161,1,37.44,37.44
507,337,240,1,193.87,193.87
508,337,317,1,166.29,166.29
509,337,457,2,81.75,163.5
510,337,364,1,129.22,129.22
511,338,267,2,391.18,782.36
512,338,261,2,39.09,78.18
513,339,139,3,187.2,561.6
514,340,107,1,491.55,491.55
515,341,204,1,232.39,232.39
516,341,287,1,78.52,78.52
517,341,197,3,40.63,121.89
518,341,183,1,34.34,34.34
519,342,296,2,48.25,96.5
520,343,202,1,149.11,149.11
521,344,264,1,35.8,35.8
522,345,146,1,181.93,181.93
523,346,9,2,59.0,118.0
524,346,306,3,100.04,300.12
525,347,454,1,141.69,141.69
526,348,220,2,96.9,193.8
527,349,400,1,274.25,274.25
528,349,321,1,98.23,98.23
529,350,178,2,333.01,666.02
530,351,409,1,100.31,100.31
531,351,402,1,52.49,52.49
532,351,439,1,19.43,19.43
533,351,473,1,23.02,23.02
534,351,55,1,227.67,227.67
535,352,27,3,31.95,95.85
536,353,69,2,124.65,249.3
537,354,140,1,29.73,29.73
538,355,246,1,66.62,66.62
539,356,271,1,329.36,329.36
540,357,455,1,55.86,55.86
541,357,435,1,347.97,347.97
542,358,25,1,55.15,55.15
543,359,451,1,85.08,85.08
544,359,273,1,256.43,256.43
545,359,264,1,35.8,35.8
546,360,209,1,143.1,143.1
547,361,117,1,87.25,87.25
548,362,498,1,75.85,75.85
549,362,222,1,16.77,16.77
550,363,336,1,78.86,78.86
551,364,33,1,88.93,88.93
552,365,473,1,23.02,23.02
553,366,68,1,222.11,222.11
554,367,303,1,176.37,176.37
555,368,376,1,45.12,45.12
556,369,347,1,24.45,24.45
557,370,268,2,24.85,49.7
558,371,39,1,27.24,27.24
559,371,160,1,162.54,162.54
560,371,347,1,24.45,24.45
561,372,76,2,188.62,377.24
562,372,140,3,29.73,89.19
563,373,95,1,63.25,63.25
564,373,204,1,232.39,232.39
565,374,141,1,110.47,110.47
566,375,407,2,34.44,68.88
567,376,300,2,158.64,317.28
568,377,175,2,115.47,230.94
569,377,163,1,255.38,255.38
570,378,376,1,45.12,45.12
571,378,259,1,134.21,134.21
572,379,81,1,73.87,73.87
573,379,250,1,129.6,129.6
574,380,333,1,96.37,96.37
575,381,292,1,57.76,57.76
576,382,237,1,14.55,14.55
577,383,371,1,92.02,92.02
578,384,125,1,152.65,152.65
579,384,170,2,45.68,91.36
580,385,123,2,318.15,636.3
581,386,76,1,188.62,188.62
582,387,474,1,308.03,308.03
583,388,140,1,29.73,29.73
584,388,83,1,340.39,340.39
585,389,459,1,54.69,54.69
586,390,237,1,14.55,14.55
587,391,432,2,14.36,28.72
588,391,178,2,333.01,666.02
589,392,170,2,45.68,91.36
590,393,138,1,67.37,67.37
591,394,232,1,109.38,109.38
592,395,223,1,166.94,166.94
593,395,381,1,42.28,42.28
594,396,269,1,60.58,60.58
595,397,99,1,90.43,90.43
596,398,159,1,30.81,30.81
597,399,396,1,59.01,59.01
598,400,447,2,125.2,250.4
599,401,66,1,305.09,305.09
600,402,61,1,58.48,58.48
601,402,319,2,120.51,241.02
602,403,331,1,89.03,89.03
603,403,476,2,71.94,143.88
604,404,490,1,199.03,199.03
605,405,235,1,619.89,619.89
606,406,253,1,607.86,607.86
607,406,435,1,347.97,347.97
608,407,399,1,81.2,81.2
609,407,400,1,274.25,274.25
610,407,100,1,72.88,72.88
611,407,94,1,67.03,67.03
612,408,479,1,1437.98,1437.98
613,409,305,1,88.34,88.34
614,410,97,1,117.51,117.51
615,411,259,1,134.21,134.21
616,411,30,1,69.23,69.23
617,412,256,1,58.22,58.22
618,413,432,1,14.36,14.36
619,414,89,1,55.88,55.88
620,415,326,1,30.18,30.18
621,416,448,1,38.63,38.63
622,417,311,1,74.0,74.0
623,418,274,1,90.85,90.85
624,419,131,1,22.3,22.3
625,420,202,1,149.11,149.11
626,421,309,1,147.29,147.29
627,421,422,1,436.94,436.94
628,422,357,1,88.53,88.53
629,423,430,1,18.49,18.49
630,424,458,1,35.46,35.46
631,424,241,1,44.11,44.11
632,425,222,1,16.77,16.77
633,426,414,1,284.27,284.27
634,427,399,1,81.2,81.2
635,427,73,1,87.16,87.16
636,428,57,1,42.3,42.3
637,429,215,1,67.78,67.78
638,430,86,2,57.31,114.62
639,430,237,2,14.55,29.1
640,431,422,2,436.94,873.88
641,432,150,1,117.6,117.6
642,433,390,1,53.56,53.56
643,433,134,1,137.86,137.86
644,434,38,1,15.43,15.43
645,434,467,1,156.45,156.45
646,435,296,1,48.25,48.25
647,436,167,2,188.64,377.28
648,437,188,1,84.31,84.31
649,438,60,1,216.59,216.59
650,439,479,1,1437.98,1437.98
651,439,347,1,24.45,24.45
652,439,458,1,35.46,35.46
653,440,365,2,167.52,335.04
654,441,154,1,110.94,110.94
655,441,110,2,84.18,168.36
656,442,371,1,92.02,92.02
657,443,55,1,227.67,227.67
658,443,140,1,29.73,29.73
659,444,43,2,81.12,162.24
660,445,258,2,47.61,95.22
661,445,249,1,440.94,440.94
662,446,346,2,110.92,221.84
663,447,453,1,37.07,37.07
664,447,227,1,95.38,95.38
665,448,334,2,48.94,97.88
666,449,480,1,246.56,246.56
667,450,366,2,62.73,125.46
668,451,271,1,329.36,329.36
669,451,223,1,166.94,166.94
670,452,12,1,59.2,59.2
671,452,30,1,69.23,69.23
672,453,402,1,52.49,52.49
673,454,66,1,305.09,305.09
674,454,276,1,136.44,136.44
675,455,289,3,115.92,347.76
676,456,117,1,87.25,87.25
677,456,265,1,71.71,71.71
678,456,316,1,91.73,91.73
679,457,105,1,77.85,77.85
680,457,50,1,18.42,18.42
681,458,403,1,90.44,90.44
682,459,238,2,106.46,212.92
683,459,141,1,110.47,110.47
684,459,1,1,140.76,140.76
685,459,475,1,395.63,395.63
686,459,459,1,54.69,54.69
687,460,474,1,308.03,308.03
688,460,372,1,140.92,140.92
689,460,378,1,106.17,106.17
690,461,415,2,121.4,242.8
691,462,191,3,60.23,180.69
692,463,134,1,137.86,137.86
693,464,23,2,95.66,191.32
694,464,434,1,171.71,171.71
695,465,142,2,291.91,583.82
696,466,181,1,158.08,158.08
697,467,374,1,213.44,213.44
698,468,275,1,37.21,37.21
699,468,12,2,59.2,118.4
700,468,141,1,110.47,110.47
701,468,120,1,177.1,177.1
702,469,338,1,67.41,67.41
703,470,446,2,164.47,328.94
704,471,100,2,72.88,145.76
705,472,389,2,211.74,423.48
706,473,149,1,143.99,143.99
707,474,361,2,143.65,287.3
708,475,297,2,202.28,404.56
709,475,168,1,496.27,496.27
710,475,1,1,140.76,140.76
711,475,79,2,97.77,195.54
712,476,276,1,136.44,136.44
713,477,202,2,149.11,298.22
714,478,303,2,176.37,352.74
715,478,309,1,147.29,147.29
716,478,151,1,112.78,112.78
717,479,204,1,232.39,232.39
718,479,106,1,129.5,129.5
719,480,228,2,34.12,68.24
720,480,164,1,43.01,43.01
721,480,231,1,46.65,46.65
722,480,203,3,238.59,715.77
723,480,49,2,122.64,245.28
724,481,254,1,227.97,227.97
725,482,288,1,152.85,152.85
726,483,374,1,213.44,213.44
727,484,217,2,44.9,89.8
728,485,396,1,59.01,59.01
729,486,298,1,118.7,118.7
730,487,445,1,27.83,27.83
731,488,475,1,395.63,395.63
732,489,287,1,78.52,78.52
733,490,147,1,29.57,29.57
734,491,322,2,153.8,307.6
735,492,355,1,88.49,88.49
736,493,117,1,87.25,87.25
737,493,381,2,42.28,84.56
738,494,168,1,496.27,496.27
739,495,424,1,215.81,215.81
740,496,464,1,109.13,109.13
741,497,219,3,58.16,174.48
742,498,210,2,2885.51,5771.02
743,499,157,1,482.6,482.6
744,499,163,1,255.38,255.38
745,500,127,1,36.91,36.91
746,501,350,1,74.28,74.28
747,502,483,1,21.2,21.2
748,503,183,1,34.34,34.34
749,503,210,1,2885.51,2885.51
750,503,62,1,76.17,76.17
751,503,161,1,37.44,37.44
752,504,470,1,53.61,53.61
753,504,35,1,188.72,188.72
754,505,328,1,183.55,183.55
755,506,491,1,89.37,89.37
756,507,392,1,140.15,140.15
757,508,218,1,72.74,72.74
758,508,439,1,19.43,19.43
759,509,290,1,51.4,51.4
760,510,200,2,32.18,64.36
761,511,338,1,67.41,67.41
762,512,300,1,158.64,158.64
763,513,206,2,38.7,77.4
764,514,308,1,52.86,52.86
765,515,148,1,27.43,27.43
766,515,14,2,16.09,32.18
767,516,292,1,57.76,57.76
768,516,226,1,239.86,239.86
769,516,200,1,32.18,32.18
770,516,113,2,95.03,190.06
771,517,357,1,88.53,88.53
772,518,431,1,31.03,31.03
773,519,184,1,138.97,138.97
774,519,391,1,40.1,40.1
775,520,474,1,308.03,308.03
776,521,146,1,181.93,181.93
777,521,44,1,68.65,68.65
778,521,214,2,161.78,323.56
779,521,372,3,140.92,422.76
780,521,134,2,137.86,275.72
781,522,449,1,56.69,56.69
782,523,483,1,21.2,21.2
783,524,442,1,87.41,87.41
784,524,150,1,117.6,117.6
785,525,409,2,100.31,200.62
786,525,307,1,284.26,284.26
787,526,362,1,357.62,357.62
788,527,325,1,36.4,36.4
789,527,125,1,152.65,152.65
790,528,46,2,47.09,94.18
791,529,145,2,113.74,227.48
792,530,485,1,45.57,45.57
793,530,325,1,36.4,36.4
794,531,147,1,29.57,29.57
795,532,107,1,491.55,491.55
796,532,278,2,52.45,104.9
797,532,85,1,43.48,43.48
798,533,404,2,93.9,187.8
799,533,89,1,55.88,55.88
800,534,339,2,130.53,261.06
801,535,161,2,37.44,74.88
802,535,352,3,339.62,1018.86
803,536,197,1,40.63,40.63
804,537,247,1,58.71,58.71
805,538,490,1,199.03,199.03
806,538,23,1,95.66,95.66
807,538,479,2,1437.98,2875.96
808,539,147,2,29.57,59.14
809,539,497,1,35.39,35.39
810,539,356,2,36.52,73.04
811,539,222,1,16.77,16.77
812,540,499,1,40.93,40.93
813,540,29,1,52.43,52.43
814,540,133,1,34.6,34.6
815,541,11,1,59.32,59.32
816,542,56,1,208.13,208.13
817,543,328,1,183.55,183.55
818,544,310,1,75.04,75.04
819,545,142,1,291.91,291.91
820,546,123,1,318.15,318.15
821,547,377,1,197.37,197.37
822,547,462,2,92.92,185.84
823,548,331,1,89.03,89.03
824,548,106,1,129.5,129.5
825,549,275,1,37.21,37.21
826,550,270,1,101.26,101.26
827,550,182,1,41.62,41.62
828,551,252,1,205.63,205.63
829,551,25,1,55.15,55.15
830,551,207,2,143.1,286.2
831,551,367,1,110.13,110.13
832,552,98,1,113.86,113.86
833,553,495,1,354.54,354.54
834,554,148,1,27.43,27.43
835,554,451,2,85.08,170.16
836,555,298,1,118.7,118.7
837,555,348,1,25.36,25.36
838,556,401,2,21.43,42.86
839,557,23,1,95.66,95.66
840,558,342,1,112.09,112.09
841,559,358,1,69.42,69.42
842,560,182,1,41.62,41.62
843,561,90,1,142.87,142.87
844,562,123,1,318.15,318.15
845,563,405,1,60.04,60.04
846,563,252,2,205.63,411.26
847,564,364,1,129.22,129.22
848,565,143,1,21.18,21.18
849,566,199,1,94.86,94.86
850,567,331,1,89.03,89.03
851,567,221,1,722.84,722.84
852,567,320,1,80.07,80.07
853,567,137,1,44.48,44.48
854,568,337,1,42.82,42.82
855,568,321,1,98.23,98.23
856,569,166,1,130.52,130.52
857,570,433,2,70.64,141.28
858,571,494,1,41.46,41.46
859,572,244,1,196.21,196.21
860,573,456,1,44.1,44.1
861,573,413,1,22.63,22.63
862,574,329,1,157.86,157.86
863,575,127,1,36.91,36.91
864,576,207,1,143.1,143.1
865,577,432,1,14.36,14.36
866,578,450,1,34.7,34.7
867,579,489,3,410.93,1232.79
868,580,441,1,127.19,127.19
869,581,5,1,72.91,72.91
870,582,463,1,47.95,47.95
