order_id,customer_id,order_date,status,total_amount
38,2834,2025-08-16 17:58:16,Purchased,327.2
39,1693,2025-06-25 17:02:51,Purchased,339.62
40,2207,2025-05-20 10:03:39,Abandoned,259.0
41,1446,2025-02-13 21:10:54,Abandoned,63.25
42,512,2025-04-19 12:55:50,Purchased,144.47
43,2788,2025-03-31 22:26:33,Purchased,114.08
44,2941,2025-08-13 12:10:36,Purchased,162.63
45,30,2025-03-25 20:05:22,Cancelled,124.62
46,2332,2025-06-17 01:22:23,Purchased,54.69
47,268,2024-11-27 09:39:52,Purchased,199.29
48,786,2025-10-01 04:52:37,Cancelled,59.2
49,2789,2025-06-15 09:45:54,Purchased,389.85
50,1324,2025-09-03 08:26:37,Abandoned,205.63
51,2030,2025-03-08 07:22:25,Purchased,357.62
52,193,2025-01-08 23:55:01,Cancelled,84.18
53,1606,2024-11-11 14:30:29,Purchased,895.96
54,305,2024-12-01 08:16:40,Purchased,822.25
55,1026,2025-03-25 22:03:45,Purchased,392.66
56,299,2025-10-24 12:16:56,Purchased,47.95
57,351,2025-09-22 20:53:11,Cancelled,155.92
58,523,2025-02-13 02:52:43,Cancelled,433.72
59,1646,2025-05-05 13:13:09,Purchased,205.63
60,1858,2024-12-18 03:28:09,Purchased,241.19
61,1860,2025-05-16 20:08:47,Purchased,237.96
62,2348,2025-06-26 20:12:29,Purchased,160.91
63,2969,2025-03-29 20:16:37,Purchased,363.59
64,523,2024-12-12 02:48:05,Purchased,508.55
65,604,2025-04-25 11:17:35,Purchased,15.54
66,2121,2025-02-16 03:35:56,Purchased,448.6
67,2624,2025-07-13 06:17:54,Abandoned,43.48
68,2846,2025-07-28 18:13:41,Purchased,162.54
69,2524,2025-03-19 22:19:34,Purchased,157.68
70,2032,2025-10-05 20:43:23,Cancelled,165.94
71,1911,2025-05-14 15:10:12,Purchased,511.69
72,1640,2025-02-26 12:14:03,Abandoned,98.24
73,1466,2025-06-08 08:52:31,Purchased,138.97
74,2586,2025-10-12 06:30:38,Purchased,142.87
75,714,2024-10-30 17:33:21,Abandoned,30.56
76,732,2024-12-16 12:00:44,Purchased,430.5
77,2775,2025-08-24 23:46:36,Purchased,482.6
78,862,2025-07-18 17:35:04,Purchased,392.4
79,2913,2025-03-24 15:03:57,Purchased,33.54
80,786,2024-12-14 10:51:36,Purchased,1597.28
81,2524,2025-06-18 14:00:32,Abandoned,209.72
82,518,2025-09-03 10:27:24,Cancelled,317.53
83,686,2025-04-16 08:58:35,Purchased,136.18
84,2043,2025-03-24 21:15:16,Purchased,227.67
85,2932,2024-11-27 02:27:36,Purchased,118.08
86,849,2024-12-11 03:28:15,Abandoned,207.22
87,2341,2025-08-15 18:17:23,Cancelled,127.87
88,1821,2025-03-25 17:14:57,Purchased,245.81
89,1676,2025-03-24 10:38:43,Abandoned,845.79
90,2644,2024-12-17 09:57:40,Purchased,59.47
91,1133,2025-08-19 17:06:34,Purchased,136.87
92,1025,2025-07-31 11:06:19,Purchased,448.85
93,2934,2025-05-22 22:32:43,Cancelled,186.37
94,1662,2025-03-29 03:09:27,Purchased,637.54
95,2960,2025-04-12 06:08:20,Purchased,110.92
96,1757,2024-10-28 05:28:23,Purchased,334.86
97,1392,2025-08-19 10:15:53,Purchased,140.92
98,1336,2025-01-06 19:37:37,Purchased,100.31
99,1353,2025-02-21 22:55:41,Cancelled,83.98
100,2190,2025-06-13 22:17:22,Purchased,39.09
101,2618,2025-05-15 22:18:29,Purchased,54.07
102,132,2024-12-13 16:11:43,Purchased,87.89
103,844,2025-02-07 01:15:50,Purchased,212.43
104,1510,2025-09-03 22:20:46,Purchased,192.28
105,2198,2025-03-29 12:30:26,Purchased,235.45
106,1771,2025-09-30 10:09:41,Purchased,39.76
107,2059,2025-05-26 03:25:31,Purchased,67.31
108,2154,2025-06-13 01:08:58,Cancelled,135.56
109,2360,2025-10-16 11:40:01,Purchased,51.07
110,1602,2025-06-27 08:26:07,Purchased,88.31
111,2862,2025-08-26 11:01:57,Purchased,78.7
112,1122,2025-07-14 08:38:40,Purchased,237.4
113,2022,2025-04-03 14:04:59,Cancelled,277.39
114,850,2025-04-30 19:01:13,Purchased,202.28
115,1562,2025-07-04 18:50:09,Purchased,715.2
116,1340,2024-11-12 00:32:33,Purchased,80.23
117,2923,2024-12-12 16:31:57,Purchased,58.68
118,699,2025-03-27 21:29:08,Purchased,67.73
119,2775,2025-03-17 16:45:33,Purchased,646.39
120,2765,2025-03-21 03:43:27,Purchased,212.43
121,1600,2024-12-25 07:07:53,Purchased,122.44
122,827,2025-09-16 01:50:09,Purchased,115.92
123,1728,2025-05-06 10:21:17,Cancelled,130.53
124,904,2025-08-10 21:22:34,Abandoned,112.92
125,181,2025-05-03 21:09:44,Purchased,51.86
126,2559,2025-09-09 05:10:00,Cancelled,272.2
127,1325,2025-07-17 17:40:12,Purchased,58.48
128,2696,2025-02-16 20:55:43,Purchased,59.32
129,1684,2024-11-11 13:39:35,Purchased,158.08
130,1032,2024-12-25 13:59:22,Purchased,377.09
131,1361,2024-11-18 14:21:59,Purchased,118.02
132,277,2025-10-08 11:15:18,Purchased,86.4
133,2094,2025-03-15 12:03:08,Purchased,52.43
134,87,2025-09-09 08:20:01,Purchased,401.0
135,622,2025-10-23 04:36:33,Purchased,297.19
136,2134,2025-05-06 06:39:39,Purchased,30.56
137,1357,2024-12-15 11:38:59,Purchased,339.62
138,2816,2025-01-13 06:43:48,Purchased,251.78
139,1812,2024-11-27 20:29:30,Purchased,281.52
140,2599,2025-07-30 13:05:28,Cancelled,208.13
141,968,2025-10-24 09:04:56,Purchased,205.74
142,723,2024-12-21 11:00:33,Purchased,75.04
143,1114,2025-02-27 07:59:59,Purchased,103.32
144,688,2024-12-21 15:07:26,Purchased,157.68
145,639,2025-02-08 09:24:09,Purchased,227.97
146,1230,2025-01-02 19:20:55,Purchased,469.98
147,1537,2025-01-12 00:52:44,Purchased,112.78
148,634,2025-03-06 06:57:52,Purchased,974.28
149,2013,2024-12-22 22:55:48,Cancelled,780.79
150,1675,2025-03-06 19:43:05,Cancelled,39.71
151,796,2025-09-11 15:44:06,Cancelled,77.85
152,2088,2025-08-09 15:10:40,Purchased,55.15
153,1737,2025-03-25 17:42:09,Purchased,336.66
154,2585,2025-09-12 22:51:10,Purchased,73.87
155,2790,2024-11-07 07:31:01,Purchased,227.97
156,51,2024-10-25 10:27:16,Purchased,127.33
157,2893,2025-05-15 12:06:23,Purchased,157.86
158,1749,2025-02-26 20:15:10,Purchased,127.19
159,2401,2025-08-10 13:06:42,Purchased,266.13
160,585,2025-09-15 04:40:50,Purchased,768.21
161,7,2025-05-16 01:54:58,Purchased,47.61
162,2681,2025-09-15 11:50:30,Purchased,11.34
163,2884,2025-06-22 16:21:01,Purchased,124.65
164,2323,2025-02-22 03:11:59,Purchased,38.63
165,1063,2025-06-15 06:20:46,Purchased,212.58
166,327,2025-03-25 19:34:20,Purchased,156.1
167,122,2025-10-01 08:54:42,Purchased,217.51
168,397,2024-11-18 10:45:46,Purchased,61.65
169,1991,2025-04-18 22:44:01,Purchased,391.18
170,2793,2025-01-02 23:27:45,Cancelled,108.54
171,1551,2024-12-06 02:40:57,Cancelled,81.86
172,13,2025-03-14 17:48:29,Abandoned,107.68
173,106,2025-09-19 23:23:40,Abandoned,43.2
174,1510,2024-11-16 03:16:19,Purchased,122.64
175,2705,2025-03-06 00:13:13,Purchased,2853.82
176,2777,2025-08-21 06:16:03,Purchased,250.14
177,1427,2024-12-22 11:59:56,Cancelled,408.2
178,689,2024-10-28 08:59:03,Cancelled,254.29
179,433,2025-06-25 06:12:16,Cancelled,266.66
180,371,2025-03-13 23:18:24,Abandoned,312.53
181,2679,2025-10-12 21:00:51,Abandoned,57.31
182,360,2025-08-05 12:11:11,Purchased,365.09
183,1558,2025-10-08 13:34:04,Purchased,45.57
184,1736,2025-01-21 14:00:25,Purchased,113.5
185,2129,2025-03-02 12:08:10,Purchased,143.65
186,1295,2025-01-10 12:53:32,Abandoned,171.16
187,2786,2025-08-19 06:03:19,Purchased,567.64
188,1194,2024-11-28 05:03:50,Purchased,111.76
189,922,2025-01-06 08:13:34,Cancelled,255.38
190,2980,2025-07-31 09:32:11,Purchased,390.58
191,1427,2024-12-10 09:27:26,Purchased,143.02
192,2853,2025-05-13 04:31:26,Purchased,115.47
193,1325,2025-02-07 21:05:14,Abandoned,109.13
194,2365,2025-03-18 10:22:01,Purchased,98.46
195,860,2025-10-16 21:28:39,Abandoned,197.37
196,1484,2025-04-03 20:05:29,Purchased,697.17
197,1750,2024-10-31 15:18:40,Cancelled,56.46
198,215,2025-03-02 02:09:20,Cancelled,562.93
199,2674,2025-06-20 02:04:23,Purchased,162.21
200,1900,2025-09-12 05:52:38,Purchased,105.33
201,492,2025-06-24 09:07:45,Purchased,600.13
202,1223,2025-01-22 11:11:58,Purchased,42.82
203,1661,2025-02-14 01:50:39,Purchased,79.42
204,262,2025-07-09 23:52:13,Abandoned,255.88
205,741,2024-12-22 04:40:52,Purchased,389.85
206,161,2025-01-27 05:30:58,Purchased,73.87
207,144,2024-12-22 04:46:06,Cancelled,88.34
208,1733,2024-12-13 10:36:33,Purchased,473.41
209,2364,2025-08-02 23:08:24,Purchased,142.94
210,2818,2025-07-30 22:41:28,Purchased,1081.23
211,2253,2025-07-28 08:03:01,Purchased,38.63
212,1869,2024-12-12 03:53:23,Cancelled,205.17
213,2196,2024-10-27 17:49:45,Purchased,31.03
214,2927,2025-06-16 22:41:15,Purchased,28.94
215,1720,2024-11-27 06:08:32,Purchased,142.87
216,2473,2025-10-03 03:59:13,Purchased,43.1
217,271,2024-12-21 05:06:10,Purchased,25.93
218,600,2025-10-17 23:42:46,Purchased,45.68
219,431,2025-10-01 05:16:56,Purchased,53.61
220,392,2025-06-06 21:28:28,Purchased,93.79
221,2489,2025-02-07 08:42:45,Abandoned,44.1
222,741,2025-10-16 01:40:20,Abandoned,100.31
223,1954,2025-02-02 10:06:46,Purchased,337.59
224,2325,2025-10-05 11:06:45,Purchased,357.4
225,2058,2025-08-10 04:12:53,Purchased,256.43
226,1251,2025-01-21 00:34:32,Cancelled,125.2
227,2600,2025-08-02 22:32:40,Purchased,98.25
228,2270,2024-12-06 12:01:30,Abandoned,27.43
229,1965,2025-08-29 01:45:35,Purchased,216.54
230,1661,2025-09-06 10:40:05,Purchased,97.62
231,2926,2025-02-09 19:23:53,Purchased,178.0
232,2488,2025-10-13 02:25:37,Cancelled,34.44
233,717,2025-07-23 09:07:55,Purchased,14.55
234,1732,2025-06-30 23:34:15,Purchased,2885.51
235,2782,2025-08-31 09:14:37,Abandoned,91.8
236,1189,2024-11-23 08:04:22,Purchased,520.68
237,1897,2025-02-11 07:30:12,Purchased,48.81
238,1223,2025-09-24 23:34:55,Purchased,68.15
239,1647,2024-11-06 04:41:44,Purchased,172.81
240,1683,2025-09-03 17:58:58,Cancelled,108.11
241,927,2025-10-10 23:51:01,Purchased,129.22
242,2198,2025-05-22 04:53:03,Purchased,36.52
243,663,2025-10-19 21:12:29,Purchased,796.64
244,548,2025-08-27 23:32:50,Purchased,63.64
245,2729,2025-05-01 17:01:24,Cancelled,94.66
246,1725,2025-05-12 00:10:19,Purchased,31.03
247,1331,2025-01-19 13:23:15,Purchased,94.66
248,539,2025-02-05 04:15:12,Cancelled,195.38
249,214,2025-07-21 22:48:31,Purchased,550.08
250,2530,2025-10-12 09:16:49,Purchased,72.18
251,1080,2025-08-31 23:55:43,Purchased,106.99
252,773,2025-09-23 10:17:43,Purchased,187.03
253,788,2025-01-09 14:40:31,Purchased,281.52
254,1558,2025-07-16 14:37:21,Purchased,140.92
255,1377,2025-09-17 11:47:34,Purchased,89.37
256,1247,2025-06-28 20:18:22,Purchased,156.45
257,1012,2025-04-23 23:31:49,Abandoned,22.93
258,2706,2025-09-30 08:29:55,Purchased,26.05
259,1765,2025-09-14 05:53:58,Purchased,40.42
260,457,2025-04-30 05:56:22,Purchased,567.92
261,2413,2025-06-11 23:28:10,Purchased,114.93
262,535,2025-08-17 02:57:02,Purchased,160.84
263,1235,2025-05-24 10:24:48,Cancelled,997.06
264,1717,2024-12-22 20:40:57,Cancelled,443.43
265,1187,2025-07-19 19:37:07,Cancelled,158.08
266,1629,2025-09-29 13:06:41,Purchased,80.2
267,1794,2025-02-20 03:04:40,Purchased,363.2
268,848,2024-11-11 16:42:34,Purchased,60.04
269,2101,2025-08-14 21:30:16,Purchased,178.23
270,903,2024-12-21 20:58:51,Purchased,38.09
271,187,2024-12-01 17:03:50,Purchased,57.22
272,545,2025-10-20 13:21:17,Abandoned,140.15
273,2190,2024-12-08 17:39:36,Purchased,130.52
274,1330,2025-04-09 00:45:26,Cancelled,1411.09
275,2960,2025-10-21 13:29:37,Cancelled,590.7
276,1101,2025-05-19 08:25:33,Purchased,182.08
277,638,2024-12-21 08:43:24,Purchased,384.38
278,744,2025-01-21 17:57:38,Purchased,112.92
279,2988,2024-11-30 04:20:48,Purchased,48.94
280,1615,2025-01-17 10:43:54,Purchased,383.55
281,2967,2025-05-04 06:37:15,Purchased,119.44
282,1548,2025-06-24 00:06:42,Purchased,444.22
283,542,2025-06-01 22:08:41,Purchased,590.83
284,571,2025-09-26 07:01:57,Purchased,62.06
285,1260,2025-07-16 19:40:22,Purchased,44.11
286,2571,2025-10-10 03:50:59,Purchased,200.7
287,581,2025-08-10 19:47:06,Cancelled,143.65
288,604,2025-05-13 23:15:12,Purchased,332.03
289,417,2024-11-25 13:15:07,Purchased,30.81
290,348,2025-05-08 05:20:16,Purchased,349.16
291,2560,2024-12-06 12:27:28,Purchased,93.79
292,1088,2025-07-05 19:47:04,Abandoned,325.08
293,1312,2024-10-31 04:26:46,Purchased,52.86
294,276,2024-11-10 17:25:43,Purchased,394.74
295,371,2025-09-02 10:02:24,Cancelled,170.79
296,1308,2025-07-16 16:02:36,Purchased,30.63
297,567,2025-06-02 07:34:57,Purchased,847.47
298,2159,2025-03-22 20:37:04,Purchased,207.4
299,245,2024-12-22 15:46:27,Purchased,404.56
300,1208,2025-09-24 17:57:00,Purchased,190.06
301,864,2025-02-22 20:16:46,Purchased,151.25
302,1547,2024-12-27 07:49:06,Purchased,89.34
303,2433,2025-04-01 18:36:28,Purchased,30.81
304,316,2025-03-07 16:31:37,Purchased,130.69
305,1926,2025-04-23 01:02:50,Purchased,216.59
306,1175,2025-05-14 20:26:32,Purchased,1487.62
307,2344,2025-08-21 02:55:59,Purchased,143.99
308,377,2025-06-21 14:43:35,Purchased,406.04
309,1283,2025-08-14 07:28:56,Abandoned,283.03
310,445,2025-09-03 00:09:10,Purchased,124.65
311,115,2025-04-12 04:34:55,Purchased,176.37
312,2446,2025-09-05 00:57:13,Purchased,91.08
313,2615,2025-01-17 11:02:43,Purchased,161.27
314,188,2025-07-15 23:25:06,Purchased,341.58
315,1157,2025-03-03 07:07:58,Purchased,417.53
316,98,2025-03-14 14:36:19,Purchased,46.06
317,661,2025-05-08 21:03:27,Purchased,233.36
318,2943,2025-04-27 01:07:05,Abandoned,520.36
319,2944,2025-04-18 13:48:26,Cancelled,222.84
320,1192,2025-02-11 18:43:10,Purchased,198.94
321,980,2025-08-22 15:42:10,Cancelled,83.91
322,1268,2025-09-28 09:49:26,Abandoned,136.44
323,2044,2025-03-08 20:42:40,Purchased,52.96
324,280,2025-09-26 19:35:45,Purchased,112.09
325,2911,2024-12-13 16:23:57,Purchased,130.52
326,2664,2025-04-05 02:52:26,Cancelled,1859.67
327,1489,2025-01-15 23:16:39,Purchased,431.27
328,1531,2025-08-19 03:16:58,Purchased,36.91
329,2543,2025-07-24 21:41:22,Purchased,19.06
330,634,2025-02-18 20:58:46,Purchased,204.77
331,2741,2025-05-08 05:31:40,Purchased,229.07
332,818,2025-05-16 03:45:40,Purchased,415.45
333,2233,2025-05-20 05:42:11,Cancelled,86.5
334,256,2024-12-19 23:28:58,Abandoned,442.0
335,1106,2025-01-09 01:30:25,Purchased,1258.11
336,1401,2025-08-12 01:05:42,Purchased,37.44
337,1948,2025-08-15 05:37:03,Purchased,652.88
338,1327,2025-05-05 00:22:09,Purchased,860.54
339,1077,2025-09-10 03:57:19,Purchased,561.6
340,2599,2025-06-25 11:08:01,Purchased,491.55
341,769,2024-12-22 01:41:58,Purchased,467.14
342,1237,2025-02-24 08:01:26,Purchased,96.5
343,2658,2025-02-22 21:03:49,Purchased,149.11
344,2143,2025-02-16 21:37:48,Purchased,35.8
345,725,2025-08-11 14:31:51,Purchased,181.93
346,2598,2025-01-05 06:42:09,Purchased,418.12
347,368,2024-12-13 23:31:44,Purchased,141.69
348,2595,2025-06-30 11:38:03,Purchased,193.8
349,1723,2025-02-27 04:38:52,Purchased,372.48
350,1437,2025-01-11 20:24:19,Purchased,666.02
351,32,2025-03-01 03:18:20,Abandoned,422.92
352,1373,2024-12-09 12:16:53,Cancelled,95.85
353,790,2024-11-20 10:12:04,Abandoned,249.3
354,528,2025-10-09 07:40:15,Cancelled,29.73
355,2119,2025-04-24 02:55:50,Purchased,66.62
356,2066,2025-05-17 14:19:26,Purchased,329.36
357,2265,2025-07-16 02:02:03,Cancelled,403.83
358,114,2025-05-29 12:34:52,Cancelled,55.15
359,535,2025-08-15 05:54:45,Purchased,377.31
360,2975,2025-01-05 14:58:05,Purchased,143.1
361,589,2025-05-28 03:23:55,Purchased,87.25
362,1881,2024-11-03 23:19:12,Purchased,92.62
363,852,2025-03-02 18:17:42,Purchased,78.86
364,1993,2024-11-12 01:22:41,Purchased,88.93
365,2596,2025-01-30 01:48:52,Abandoned,23.02
366,2702,2025-01-30 22:40:04,Purchased,222.11
367,2515,2025-03-04 19:36:29,Purchased,176.37
368,790,2025-03-16 02:58:11,Purchased,45.12
369,886,2025-01-22 15:32:26,Purchased,24.45
370,901,2025-05-28 07:52:32,Purchased,49.7
371,1973,2025-08-07 02:04:55,Cancelled,214.23
372,1025,2025-05-17 22:31:58,Purchased,466.43
373,679,2025-01-05 16:06:08,Cancelled,295.64
374,1306,2025-05-11 12:54:02,Purchased,110.47
375,1532,2025-04-26 08:51:36,Purchased,68.88
376,2404,2024-12-25 20:31:15,Purchased,317.28
377,1632,2024-10-27 22:21:53,Purchased,486.32
378,2691,2025-02-03 22:01:21,Purchased,179.33
379,876,2025-04-14 14:00:42,Purchased,203.47
380,2160,2025-03-28 05:39:04,Purchased,96.37
381,2351,2025-04-26 19:00:04,Purchased,57.76
382,812,2025-04-12 03:55:11,Purchased,14.55
383,1726,2025-03-21 15:01:14,Purchased,92.02
384,969,2025-10-15 13:13:28,Purchased,244.01
385,1650,2025-03-21 07:18:34,Abandoned,636.3
386,2642,2025-07-27 08:35:40,Purchased,188.62
387,2963,2024-11-11 08:35:07,Purchased,308.03
388,2280,2025-05-19 21:13:31,Purchased,370.12
389,1532,2024-12-14 01:47:23,Purchased,54.69
390,431,2025-05-23 00:20:17,Abandoned,14.55
391,361,2025-05-25 04:57:56,Purchased,694.74
392,1064,2025-05-05 11:07:14,Purchased,91.36
393,1349,2025-02-18 09:03:10,Purchased,67.37
394,492,2025-02-26 19:32:34,Purchased,109.38
395,2609,2025-07-26 15:36:42,Purchased,209.22
396,2994,2025-07-22 14:00:02,Purchased,60.58
397,1446,2025-09-11 15:39:34,Purchased,90.43
398,308,2025-05-07 13:32:45,Purchased,30.81
399,1578,2025-04-16 16:01:13,Purchased,59.01
400,1278,2024-11-24 20:39:43,Purchased,250.4
401,897,2025-08-01 22:30:38,Purchased,305.09
402,1640,2025-07-10 11:28:23,Purchased,299.5
403,604,2024-12-14 09:58:19,Abandoned,232.91
404,118,2024-11-15 18:25:10,Purchased,199.03
405,2255,2025-06-25 04:37:57,Purchased,619.89
406,2081,2025-04-26 17:21:02,Purchased,955.83
407,795,2025-02-23 21:12:00,Purchased,495.36
408,2357,2025-01-13 19:05:03,Purchased,1437.98
409,2541,2024-11-22 05:30:44,Purchased,88.34
410,2029,2025-07-17 19:31:15,Purchased,117.51
411,2892,2025-09-17 04:05:24,Purchased,203.44
412,698,2025-09-09 05:27:15,Purchased,58.22
413,581,2025-01-16 17:22:15,Purchased,14.36
414,1081,2025-07-30 12:56:38,Purchased,55.88
415,1941,2025-10-14 02:01:48,Purchased,30.18
416,72,2025-03-25 15:21:01,Abandoned,38.63
417,385,2025-05-28 21:10:14,Purchased,74.0
418,1437,2025-03-13 22:37:41,Purchased,90.85
419,56,2025-06-16 19:23:06,Purchased,22.3
420,462,2025-01-06 19:04:45,Purchased,149.11
421,1681,2024-12-04 01:29:32,Purchased,584.23
422,1473,2025-03-18 09:54:32,Purchased,88.53
423,1122,2025-08-22 23:28:25,Abandoned,18.49
424,1087,2025-08-12 11:09:40,Abandoned,79.57
425,2509,2025-07-27 15:38:48,Purchased,16.77
426,1182,2024-12-17 02:07:07,Cancelled,284.27
427,1911,2025-03-28 00:16:01,Purchased,168.36
428,1208,2024-12-14 00:46:09,Purchased,42.3
429,218,2024-12-01 04:08:08,Purchased,67.78
430,205,2025-07-07 04:37:30,Purchased,143.72
431,585,2025-07-06 11:35:38,Purchased,873.88
432,132,2024-11-07 13:17:49,Cancelled,117.6
433,1731,2025-04-29 21:05:47,Cancelled,191.42
434,2781,2025-09-16 22:26:01,Abandoned,171.88
435,1234,2025-02-16 22:37:26,Purchased,48.25
436,2236,2025-07-28 15:10:34,Purchased,377.28
437,568,2025-10-09 02:27:57,Purchased,84.31
438,1919,2024-11-26 02:12:00,Purchased,216.59
439,114,2025-02-01 22:45:20,Cancelled,1497.89
440,2544,2025-08-28 02:39:43,Abandoned,335.04
441,516,2025-02-04 10:26:25,Purchased,279.3
442,1107,2025-01-18 13:21:38,Purchased,92.02
443,2829,2024-10-26 15:23:42,Abandoned,257.4
444,2303,2025-06-28 23:59:23,Purchased,162.24
445,1233,2025-09-08 06:02:18,Purchased,536.16
446,276,2024-12-11 11:07:41,Purchased,221.84
447,1013,2024-10-31 01:57:16,Purchased,132.45
448,1658,2025-09-02 21:41:59,Cancelled,97.88
449,2510,2025-03-24 17:34:30,Abandoned,246.56
450,2606,2024-11-25 20:47:39,Purchased,125.46
451,700,2025-02-09 21:15:18,Purchased,496.3
452,2412,2025-10-18 05:28:45,Purchased,128.43
453,607,2025-02-13 07:12:40,Purchased,52.49
454,2378,2025-03-12 05:17:03,Purchased,441.53
455,1917,2024-12-19 10:43:06,Purchased,347.76
456,1429,2025-06-11 15:27:19,Purchased,250.69
457,1141,2025-08-27 08:57:57,Cancelled,96.27
458,2360,2025-09-26 23:32:21,Purchased,90.44
459,2412,2025-06-14 05:10:14,Purchased,914.47
460,432,2025-03-22 12:05:18,Purchased,555.12
461,1809,2025-10-21 21:04:36,Purchased,242.8
462,441,2025-02-20 23:09:24,Purchased,180.69
463,802,2025-03-11 01:50:12,Purchased,137.86
464,664,2025-07-27 01:28:24,Abandoned,363.03
465,834,2025-04-22 08:14:22,Abandoned,583.82
466,2328,2025-02-23 07:03:23,Abandoned,158.08
467,779,2025-02-07 12:00:26,Purchased,213.44
468,2534,2025-10-21 22:56:20,Abandoned,443.18
469,211,2025-01-12 16:22:33,Purchased,67.41
470,1600,2025-01-16 02:19:18,Purchased,328.94
471,2189,2024-11-21 00:21:37,Abandoned,145.76
472,1636,2025-06-13 07:19:50,Purchased,423.48
473,1078,2025-08-30 04:28:30,Purchased,143.99
474,244,2025-06-19 23:22:36,Purchased,287.3
475,966,2025-09-20 08:31:09,Purchased,1237.13
476,1109,2025-04-29 03:00:59,Purchased,136.44
477,1768,2024-12-01 17:12:41,Purchased,298.22
478,227,2025-09-05 01:00:25,Purchased,612.81
479,1546,2024-12-11 17:39:31,Purchased,361.89
480,1441,2025-07-17 14:57:40,Purchased,1118.95
481,520,2025-09-20 18:40:24,Purchased,227.97
482,1198,2025-03-14 22:05:13,Purchased,152.85
483,313,2025-01-21 05:48:11,Cancelled,213.44
484,903,2025-01-21 08:35:56,Purchased,89.8
485,2678,2025-09-08 02:46:07,Purchased,59.01
486,222,2025-01-27 13:19:55,Cancelled,118.7
487,1146,2025-10-04 17:00:46,Purchased,27.83
488,1250,2025-02-09 14:23:58,Purchased,395.63
489,147,2025-08-26 05:21:06,Purchased,78.52
490,88,2025-06-07 15:53:39,Abandoned,29.57
491,1231,2025-10-22 10:42:54,Purchased,307.6
492,78,2025-04-18 06:57:28,Purchased,88.49
493,756,2024-12-28 02:29:10,Purchased,171.81
494,1076,2025-06-23 19:34:03,Purchased,496.27
495,1752,2025-04-10 23:50:42,Abandoned,215.81
496,2191,2025-09-17 04:03:24,Purchased,109.13
497,666,2025-06-21 02:43:20,Purchased,174.48
498,63,2025-04-24 16:33:31,Abandoned,5771.02
499,2224,2024-11-05 05:35:42,Purchased,737.98
500,2675,2024-11-29 23:44:12,Purchased,36.91
501,733,2024-11-03 22:27:55,Purchased,74.28
502,1470,2025-08-12 10:36:04,Purchased,21.2
503,2374,2024-11-11 22:04:32,Purchased,3033.46
504,2532,2025-08-11 00:10:28,Purchased,242.33
505,250,2025-01-13 04:18:28,Cancelled,183.55
506,2214,2025-08-28 16:22:28,Purchased,89.37
507,464,2025-06-28 01:43:02,Purchased,140.15
508,2790,2025-02-19 15:57:54,Purchased,92.17
509,1373,2025-01-21 01:11:21,Abandoned,51.4
510,657,2025-02-16 12:55:02,Purchased,64.36
511,436,2025-02-19 06:29:21,Abandoned,67.41
512,881,2025-06-15 02:10:16,Abandoned,158.64
513,1561,2025-06-15 01:11:29,Cancelled,77.4
514,2208,2025-05-05 22:13:02,Abandoned,52.86
515,2701,2025-03-15 15:32:07,Purchased,59.61
516,1483,2025-08-08 03:01:35,Purchased,519.86
517,2479,2025-07-28 11:08:25,Purchased,88.53
518,2203,2025-05-23 22:43:42,Purchased,31.03
